retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method,unique_transaction_key
Sports Direct,1197831,2020-08-07,South,Texas,Houston,Men's Athletic Footwear,29.0,306,887,364,Outlet,1197831_2020-08-07_Men's Athletic Footwear_Outlet_Houston_306_29.0
Walmart,1197831,2020-10-21,South,Texas,Houston,Men's Athletic Footwear,31.0,306,949,379,Outlet,1197831_2020-10-21_Men's Athletic Footwear_Outlet_Houston_306_31.0
Walmart,1197831,2020-10-31,South,Texas,Houston,Women's Apparel,41.0,306,1255,690,Outlet,1197831_2020-10-31_Women's Apparel_Outlet_Houston_306_41.0
West Gear,1128299,2021-01-11,West,California,San Francisco,Women's Apparel,60.0,306,1836,477,Outlet,1128299_2021-01-11_Women's Apparel_Outlet_San Francisco_306_60.0
West Gear,1128299,2021-02-06,West,California,San Francisco,Men's Athletic Footwear,46.0,306,1408,282,Outlet,1128299_2021-02-06_Men's Athletic Footwear_Outlet_San Francisco_306_46.0
Kohl's,1189833,2021-05-01,West,California,Los Angeles,Men's Street Footwear,36.0,306,1102,496,Outlet,1189833_2021-05-01_Men's Street Footwear_Outlet_Los Angeles_306_36.0
Sports Direct,1197831,2021-04-14,South,Tennessee,Knoxville,Women's Apparel,37.0,306,1132,668,Outlet,1197831_2021-04-14_Women's Apparel_Outlet_Knoxville_306_37.0
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Street Footwear,62.0,306,1897,816,Outlet,1128299_2021-07-16_Men's Street Footwear_Outlet_New Orleans_306_62.0
Foot Locker,1185732,2020-03-09,Northeast,New York,New York,Women's Apparel,64.0,305,1952,761,Online,1185732_2020-03-09_Women's Apparel_Online_New York_305_64.0
Walmart,1197831,2020-08-30,South,Texas,Houston,Men's Street Footwear,27.0,305,824,305,Outlet,1197831_2020-08-30_Men's Street Footwear_Outlet_Houston_305_27.0
Walmart,1197831,2020-08-31,South,Texas,Houston,Men's Athletic Footwear,33.0,305,1007,382,Outlet,1197831_2020-08-31_Men's Athletic Footwear_Outlet_Houston_305_33.0
Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Women's Street Footwear,39.0,305,1190,511,Outlet,1197831_2021-08-08_Women's Street Footwear_Outlet_Boise_305_39.0
West Gear,1185732,2020-09-17,Southeast,Florida,Miami,Men's Street Footwear,60.0,304,1824,1040,Online,1185732_2020-09-17_Men's Street Footwear_Online_Miami_304_60.0
Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,36.0,302,1087,565,Outlet,1197831_2020-08-29_Women's Apparel_Outlet_Houston_302_36.0
West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,45.0,302,1359,544,Outlet,1128299_2021-01-18_Men's Street Footwear_Outlet_San Francisco_302_45.0
Sports Direct,1197831,2021-04-01,South,Tennessee,Knoxville,Men's Apparel,30.0,300,9000,3150,Outlet,1197831_2021-04-01_Men's Apparel_Outlet_Knoxville_300_30.0
Sports Direct,1197831,2021-09-28,South,Alabama,Birmingham,Men's Apparel,30.0,300,9000,4050,Outlet,1197831_2021-09-28_Men's Apparel_Outlet_Birmingham_300_30.0
Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Women's Street Footwear,30.0,300,9000,3150,In-store,1185732_2021-05-19_Women's Street Footwear_In-store_St. Louis_300_30.0
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Street Footwear,15.0,300,4500,1575,In-store,1185732_2021-09-19_Women's Street Footwear_In-store_St. Louis_300_15.0
West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,300,6000,2400,In-store,1185732_2021-02-11_Women's Athletic Footwear_In-store_Salt Lake City_300_20.0
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Street Footwear,20.0,300,6000,2100,In-store,1185732_2021-10-11_Women's Street Footwear_In-store_Salt Lake City_300_20.0
Amazon,1185732,2021-01-22,Midwest,Ohio,Columbus,Women's Street Footwear,30.0,300,9000,3600,Online,1185732_2021-01-22_Women's Street Footwear_Online_Columbus_300_30.0
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,300,6000,2400,Online,1185732_2021-04-17_Women's Athletic Footwear_Online_Jackson_300_20.0
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,300,6000,2400,Online,1197831_2021-01-23_Women's Athletic Footwear_Online_Jackson_300_20.0
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,300,7500,2625,Online,1197831_2021-04-20_Men's Athletic Footwear_Online_Little Rock_300_25.0
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Women's Street Footwear,15.0,300,4500,1800,Online,1197831_2021-04-20_Women's Street Footwear_Online_Little Rock_300_15.0
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Street Footwear,20.0,300,6000,2400,Online,1197831_2021-10-21_Women's Street Footwear_Online_Little Rock_300_20.0
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,15.0,300,4500,1575,Online,1197831_2021-11-20_Men's Athletic Footwear_Online_Oklahoma City_300_15.0
Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.0,300,4500,1575,Online,1197831_2021-02-14_Women's Street Footwear_Online_Oklahoma City_300_15.0
Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Women's Apparel,30.0,300,9000,3150,Online,1197831_2021-04-13_Women's Apparel_Online_Wichita_300_30.0
Foot Locker,1197831,2021-10-14,Midwest,Kansas,Wichita,Women's Apparel,30.0,300,9000,3150,Online,1197831_2021-10-14_Women's Apparel_Online_Wichita_300_30.0
West Gear,1185732,2021-06-03,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30.0,300,9000,3150,In-store,1185732_2021-06-03_Men's Athletic Footwear_In-store_Milwaukee_300_30.0
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25.0,300,7500,2625,In-store,1185732_2021-01-10_Women's Street Footwear_In-store_Milwaukee_300_25.0
West Gear,1185732,2021-02-10,Midwest,Indiana,Indianapolis,Women's Apparel,20.0,300,6000,2400,In-store,1185732_2021-02-10_Women's Apparel_In-store_Indianapolis_300_20.0
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,25.0,300,7500,3000,In-store,1185732_2021-01-17_Women's Street Footwear_In-store_Indianapolis_300_25.0
West Gear,1185732,2021-02-17,Midwest,Indiana,Indianapolis,Women's Street Footwear,30.0,300,9000,3600,In-store,1185732_2021-02-17_Women's Street Footwear_In-store_Indianapolis_300_30.0
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Women's Street Footwear,30.0,300,9000,2700,In-store,1185732_2021-01-07_Women's Street Footwear_In-store_Newark_300_30.0
Foot Locker,1185732,2020-01-31,Northeast,New York,New York,Men's Street Footwear,45.0,300,1350,837,Online,1185732_2020-01-31_Men's Street Footwear_Online_New York_300_45.0
Walmart,1185732,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,51.0,300,1530,643,Online,1185732_2020-05-04_Men's Athletic Footwear_Online_New York_300_51.0
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,52.0,300,1560,874,Online,1185732_2020-04-24_Men's Street Footwear_Online_Miami_300_52.0
Walmart,1185732,2020-04-27,Northeast,New York,New York,Men's Street Footwear,60.0,299,1794,1076,Online,1185732_2020-04-27_Men's Street Footwear_Online_New York_299_60.0
West Gear,1185732,2020-09-11,Southeast,Florida,Miami,Men's Street Footwear,60.0,299,1794,1076,Online,1185732_2020-09-11_Men's Street Footwear_Online_Miami_299_60.0
Walmart,1197831,2020-09-10,South,Texas,Houston,Women's Apparel,42.0,298,1252,713,Outlet,1197831_2020-09-10_Women's Apparel_Outlet_Houston_298_42.0
Walmart,1197831,2020-10-28,South,Texas,Houston,Women's Street Footwear,38.0,298,1132,430,Outlet,1197831_2020-10-28_Women's Street Footwear_Outlet_Houston_298_38.0
West Gear,1128299,2021-07-23,West,Oregon,Portland,Men's Street Footwear,60.0,298,1788,751,Outlet,1128299_2021-07-23_Men's Street Footwear_Outlet_Portland_298_60.0
Walmart,1197831,2020-09-01,South,Texas,Houston,Women's Street Footwear,39.0,297,1158,533,Online,1197831_2020-09-01_Women's Street Footwear_Online_Houston_297_39.0
Foot Locker,1185732,2020-03-07,Northeast,New York,New York,Women's Athletic Footwear,38.0,297,1129,429,Outlet,1185732_2020-03-07_Women's Athletic Footwear_Outlet_New York_297_38.0
Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,36.0,297,1069,470,Outlet,1189833_2021-04-19_Men's Street Footwear_Outlet_Los Angeles_297_36.0
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Men's Street Footwear,68.0,297,2020,747,Outlet,1128299_2021-07-16_Men's Street Footwear_Outlet_Orlando_297_68.0
Foot Locker,1185732,2020-02-07,Northeast,New York,New York,Men's Athletic Footwear,37.0,296,1095,383,Outlet,1185732_2020-02-07_Men's Athletic Footwear_Outlet_New York_296_37.0
Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,37.0,296,1095,449,Outlet,1185732_2020-03-06_Women's Street Footwear_Outlet_New York_296_37.0
Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Women's Street Footwear,25.0,295,7375,2581,In-store,1185732_2021-11-18_Women's Street Footwear_In-store_St. Louis_295_25.0
Foot Locker,1185732,2020-03-12,Northeast,New York,New York,Women's Street Footwear,35.0,295,1033,434,Outlet,1185732_2020-03-12_Women's Street Footwear_Outlet_New York_295_35.0
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,32.0,295,944,538,Outlet,1197831_2020-08-17_Women's Apparel_Outlet_Houston_295_32.0
Walmart,1197831,2020-08-18,South,Texas,Houston,Men's Street Footwear,28.0,295,826,339,Outlet,1197831_2020-08-18_Men's Street Footwear_Outlet_Houston_295_28.0
Walmart,1197831,2020-08-24,South,Texas,Houston,Men's Street Footwear,29.0,295,856,342,Outlet,1197831_2020-08-24_Men's Street Footwear_Outlet_Houston_295_29.0
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,60.0,294,1764,882,Online,1185732_2021-07-02_Men's Street Footwear_Online_Charlotte_294_60.0
Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,43.0,294,1264,531,Outlet,1185732_2020-04-29_Women's Street Footwear_Outlet_New York_294_43.0
Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,47.0,293,1377,868,Online,1197831_2020-08-29_Women's Apparel_Online_Houston_293_47.0
West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,51.0,293,1494,598,Online,1128299_2021-02-11_Men's Street Footwear_Online_San Francisco_293_51.0
Foot Locker,1185732,2020-01-24,Northeast,New York,New York,Women's Apparel,48.0,290,1392,529,Online,1185732_2020-01-24_Women's Apparel_Online_New York_290_48.0
Foot Locker,1185732,2020-03-03,Northeast,New York,New York,Women's Apparel,59.0,290,1711,616,Online,1185732_2020-03-03_Women's Apparel_Online_New York_290_59.0
Walmart,1185732,2020-04-18,Northeast,New York,New York,Women's Apparel,62.0,290,1798,665,Online,1185732_2020-04-18_Women's Apparel_Online_New York_290_62.0
Walmart,1185732,2020-04-26,Northeast,New York,New York,Women's Apparel,68.0,290,1972,749,Online,1185732_2020-04-26_Women's Apparel_Online_New York_290_68.0
Walmart,1185732,2020-07-18,Northeast,New York,New York,Women's Apparel,68.0,290,1972,690,Online,1185732_2020-07-18_Women's Apparel_Online_New York_290_68.0
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,55.0,290,1595,941,Online,1185732_2020-04-24_Men's Street Footwear_Online_Miami_290_55.0
Foot Locker,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Street Footwear,67.0,290,1943,1166,Online,1185732_2021-12-05_Men's Street Footwear_Online_Charleston_290_67.0
Foot Locker,1185732,2020-01-29,Northeast,New York,New York,Men's Apparel,43.0,289,1243,398,Outlet,1185732_2020-01-29_Men's Apparel_Outlet_New York_289_43.0
Foot Locker,1185732,2020-02-03,Northeast,New York,New York,Women's Athletic Footwear,31.0,289,896,331,Outlet,1185732_2020-02-03_Women's Athletic Footwear_Outlet_New York_289_31.0
Foot Locker,1185732,2020-02-09,Northeast,New York,New York,Women's Athletic Footwear,33.0,289,954,381,Outlet,1185732_2020-02-09_Women's Athletic Footwear_Outlet_New York_289_33.0
Walmart,1185732,2020-04-25,Northeast,New York,New York,Men's Apparel,51.0,289,1474,472,Outlet,1185732_2020-04-25_Men's Apparel_Outlet_New York_289_51.0
Sports Direct,1197831,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,23.0,289,665,279,Outlet,1197831_2020-07-26_Men's Athletic Footwear_Outlet_Houston_289_23.0
Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,44.0,289,1272,725,Outlet,1197831_2020-10-25_Women's Apparel_Outlet_Houston_289_44.0
West Gear,1128299,2020-11-07,West,California,San Francisco,Men's Street Footwear,28.0,289,809,340,Outlet,1128299_2020-11-07_Men's Street Footwear_Outlet_San Francisco_289_28.0
West Gear,1128299,2021-01-30,West,California,San Francisco,Men's Street Footwear,36.0,289,1040,343,Outlet,1128299_2021-01-30_Men's Street Footwear_Outlet_San Francisco_289_36.0
Kohl's,1189833,2021-05-07,West,California,Los Angeles,Men's Street Footwear,38.0,289,1098,505,Outlet,1189833_2021-05-07_Men's Street Footwear_Outlet_Los Angeles_289_38.0
Foot Locker,1185732,2021-07-16,South,Mississippi,Jackson,Men's Street Footwear,47.0,289,1358,625,Outlet,1185732_2021-07-16_Men's Street Footwear_Outlet_Jackson_289_47.0
Foot Locker,1185732,2020-02-08,Northeast,New York,New York,Women's Street Footwear,36.0,288,1037,435,Outlet,1185732_2020-02-08_Women's Street Footwear_Outlet_New York_288_36.0
Foot Locker,1185732,2020-03-08,Northeast,New York,New York,Men's Apparel,45.0,288,1296,441,Outlet,1185732_2020-03-08_Men's Apparel_Outlet_New York_288_45.0
Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,42.0,288,1210,339,Outlet,1189833_2021-05-26_Men's Athletic Footwear_Outlet_Los Angeles_288_42.0
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Street Footwear,36.0,288,1037,487,Outlet,1185732_2021-02-10_Men's Street Footwear_Outlet_Orlando_288_36.0
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Street Footwear,51.0,287,1464,849,Online,1185732_2021-09-05_Men's Street Footwear_Online_Charleston_287_51.0
Walmart,1197831,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,30.0,287,861,362,Outlet,1197831_2020-08-13_Men's Athletic Footwear_Outlet_Houston_287_30.0
West Gear,1128299,2021-01-24,West,California,San Francisco,Men's Street Footwear,40.0,287,1148,402,Outlet,1128299_2021-01-24_Men's Street Footwear_Outlet_San Francisco_287_40.0
West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,42.0,287,1205,205,Outlet,1128299_2021-01-25_Men's Athletic Footwear_Outlet_San Francisco_287_42.0
Foot Locker,1185732,2020-03-15,Northeast,New York,New York,Women's Apparel,61.0,286,1745,698,Online,1185732_2020-03-15_Women's Apparel_Online_New York_286_61.0
Walmart,1185732,2020-05-05,Northeast,New York,New York,Women's Street Footwear,54.0,285,1539,723,Online,1185732_2020-05-05_Women's Street Footwear_Online_New York_285_54.0
Walmart,1197831,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,44.0,285,1254,602,Online,1197831_2020-10-27_Men's Athletic Footwear_Online_Houston_285_44.0
Sports Direct,1197831,2021-04-23,South,Tennessee,Knoxville,Women's Street Footwear,46.0,285,1311,787,Online,1197831_2021-04-23_Women's Street Footwear_Online_Knoxville_285_46.0
Walmart,1197831,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,32.0,285,912,383,Outlet,1197831_2020-08-25_Men's Athletic Footwear_Outlet_Houston_285_32.0
Kohl's,1189833,2021-04-25,West,California,Los Angeles,Men's Street Footwear,30.0,285,855,402,Outlet,1189833_2021-04-25_Men's Street Footwear_Outlet_Los Angeles_285_30.0
Foot Locker,1185732,2020-09-23,Southeast,Florida,Miami,Men's Street Footwear,53.0,284,1505,828,Online,1185732_2020-09-23_Men's Street Footwear_Online_Miami_284_53.0
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Street Footwear,33.0,283,934,532,Online,1185732_2021-04-06_Men's Street Footwear_Online_Charleston_283_33.0
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Street Footwear,48.0,282,1354,744,Online,1185732_2021-05-05_Men's Street Footwear_Online_Charleston_282_48.0
Foot Locker,1185732,2020-01-04,Northeast,New York,New York,Women's Athletic Footwear,36.0,281,1012,374,Outlet,1185732_2020-01-04_Women's Athletic Footwear_Outlet_New York_281_36.0
Foot Locker,1185732,2020-02-04,Northeast,New York,New York,Men's Apparel,44.0,281,1236,445,Outlet,1185732_2020-02-04_Men's Apparel_Outlet_New York_281_44.0
Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,34.0,281,955,373,Outlet,1197831_2020-10-22_Women's Street Footwear_Outlet_Houston_281_34.0
West Gear,1128299,2021-01-08,West,California,San Francisco,Women's Street Footwear,42.0,281,1180,531,Outlet,1128299_2021-01-08_Women's Street Footwear_Outlet_San Francisco_281_42.0
Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Men's Street Footwear,46.0,281,1293,608,Outlet,1197831_2021-10-16_Men's Street Footwear_Outlet_Dallas_281_46.0
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,30.0,281,843,447,Outlet,1185732_2021-01-09_Women's Apparel_Outlet_Atlanta_281_30.0
Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,59.0,280,1652,661,Online,1185732_2020-04-24_Women's Apparel_Online_New York_280_59.0
Foot Locker,1185732,2020-02-10,Northeast,New York,New York,Men's Apparel,47.0,280,1316,461,Outlet,1185732_2020-02-10_Men's Apparel_Outlet_New York_280_47.0
Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,47.0,280,1316,474,Outlet,1185732_2020-05-01_Men's Apparel_Outlet_New York_280_47.0
West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,39.0,280,1092,197,Outlet,1128299_2021-01-31_Men's Athletic Footwear_Outlet_San Francisco_280_39.0
Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Men's Athletic Footwear,40.0,280,1120,459,Outlet,1197831_2021-09-11_Men's Athletic Footwear_Outlet_Dallas_280_40.0
Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,42.0,280,1176,647,Outlet,1197831_2021-09-15_Women's Apparel_Outlet_Dallas_280_42.0
Sports Direct,1197831,2021-09-05,South,Alabama,Birmingham,Women's Apparel,36.0,280,1008,645,Outlet,1197831_2021-09-05_Women's Apparel_Outlet_Birmingham_280_36.0
Sports Direct,1197831,2021-09-11,South,Alabama,Birmingham,Women's Apparel,47.0,280,1316,921,Outlet,1197831_2021-09-11_Women's Apparel_Outlet_Birmingham_280_47.0
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,58.0,280,1624,585,Outlet,1128299_2021-12-16_Men's Street Footwear_Outlet_Orlando_280_58.0
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,43.0,279,1200,396,Outlet,1185732_2020-04-17_Men's Apparel_Outlet_New York_279_43.0
Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,48.0,279,1339,496,Outlet,1185732_2020-05-07_Men's Apparel_Outlet_New York_279_48.0
Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,46.0,278,1279,614,Online,1185732_2020-03-06_Women's Street Footwear_Online_New York_278_46.0
Foot Locker,1185732,2020-09-22,Southeast,Florida,Miami,Women's Apparel,56.0,278,1557,950,Online,1185732_2020-09-22_Women's Apparel_Online_Miami_278_56.0
